timestamp,time_s,position_m,velocity_m_s,temperature_c,sensor
2026-01-01T00:08:42Z,522.0,441.057,2.333,23.98,A
2026-01-01T00:08:42Z,522.5,442.735,3.357,24.95,B
2026-01-01T00:08:43Z,523.0,444.760,4.049,27.18,C
2026-01-01T00:08:43Z,523.5,446.186,2.852,23.88,A
2026-01-01T00:08:44Z,524.0,447.988,3.605,25.62,B
2026-01-01T00:08:44Z,524.5,450.053,4.130,26.35,C
2026-01-01T00:08:45Z,525.0,451.465,2.824,23.67,A
2026-01-01T00:08:45Z,525.5,453.337,3.743,25.07,B
2026-01-01T00:08:46Z,526.0,455.556,4.437,27.09,C
2026-01-01T00:08:46Z,526.5,456.902,2.693,23.69,A
2026-01-01T00:08:47Z,527.0,458.696,3.588,25.32,B
2026-01-01T00:08:47Z,527.5,461.094,4.796,27.27,C
2026-01-01T00:08:48Z,528.0,462.728,3.267,23.43,A
2026-01-01T00:08:48Z,528.5,464.696,3.937,25.33,B
2026-01-01T00:08:49Z,529.0,467.154,4.917,26.99,C
2026-01-01T00:08:49Z,529.5,468.943,3.577,24.23,A
2026-01-01T00:08:50Z,530.0,470.931,3.977,24.95,B
2026-01-01T00:08:50Z,530.5,473.578,5.293,26.45,C
2026-01-01T00:08:51Z,531.0,475.453,3.750,23.41,A
2026-01-01T00:08:51Z,531.5,477.643,4.379,24.92,B
2026-01-01T00:08:52Z,532.0,480.126,4.967,26.62,C
2026-01-01T00:08:52Z,532.5,482.036,3.821,23.99,A
2026-01-01T00:08:53Z,533.0,484.233,4.393,24.93,B
2026-01-01T00:08:53Z,533.5,486.871,5.276,26.46,C
2026-01-01T00:08:54Z,534.0,488.701,3.660,23.79,A
2026-01-01T00:08:54Z,534.5,491.036,4.670,25.71,B
2026-01-01T00:08:55Z,535.0,493.680,5.288,26.83,C
2026-01-01T00:08:55Z,535.5,495.695,4.030,23.44,A
2026-01-01T00:08:56Z,536.0,498.077,4.765,24.93,B
2026-01-01T00:08:56Z,536.5,501.048,5.942,26.64,C
2026-01-01T00:08:57Z,537.0,502.999,3.901,23.77,A
2026-01-01T00:08:57Z,537.5,505.517,5.037,25.68,B
2026-01-01T00:08:58Z,538.0,508.521,6.007,26.50,C
2026-01-01T00:08:58Z,538.5,510.809,4.577,23.30,A
2026-01-01T00:08:59Z,539.0,513.463,5.307,24.84,B
2026-01-01T00:08:59Z,539.5,516.581,6.236,26.49,C
2026-01-01T00:09:00Z,540.0,518.920,4.679,24.11,A
2026-01-01T00:09:00Z,540.5,521.680,5.519,24.91,B
2026-01-01T00:09:01Z,541.0,524.756,6.152,26.40,C
2026-01-01T00:09:01Z,541.5,527.155,4.798,24.29,A
2026-01-01T00:09:02Z,542.0,529.923,5.536,25.45,B
2026-01-01T00:09:02Z,542.5,533.161,6.477,26.44,C
2026-01-01T00:09:03Z,543.0,535.539,4.755,23.65,A
2026-01-01T00:09:03Z,543.5,538.457,5.837,25.21,B
2026-01-01T00:09:04Z,544.0,541.688,6.462,26.85,C
2026-01-01T00:09:04Z,544.5,544.098,4.819,23.37,A
2026-01-01T00:09:05Z,545.0,546.944,5.692,24.82,B
2026-01-01T00:09:05Z,545.5,550.346,6.805,26.76,C
2026-01-01T00:09:06Z,546.0,552.960,5.227,23.87,A
2026-01-01T00:09:06Z,546.5,555.831,5.743,25.62,B
2026-01-01T00:09:07Z,547.0,559.359,7.055,26.31,C
2026-01-01T00:09:07Z,547.5,561.996,5.275,24.09,A
2026-01-01T00:09:08Z,548.0,565.056,6.119,25.66,B
2026-01-01T00:09:08Z,548.5,568.625,7.139,26.97,C
2026-01-01T00:09:09Z,549.0,571.484,5.718,24.08,A
2026-01-01T00:09:09Z,549.5,574.673,6.378,24.85,B
2026-01-01T00:09:10Z,550.0,578.249,7.151,27.00,C
2026-01-01T00:09:10Z,550.5,581.071,5.644,23.89,A
2026-01-01T00:09:11Z,551.0,584.267,6.392,25.65,B
2026-01-01T00:09:11Z,551.5,587.857,7.181,26.95,C
2026-01-01T00:09:12Z,552.0,590.730,5.746,23.46,A
2026-01-01T00:09:12Z,552.5,593.903,6.347,24.94,B
2026-01-01T00:09:13Z,553.0,597.583,7.359,26.78,C
2026-01-01T00:09:13Z,553.5,600.409,5.652,23.38,A
2026-01-01T00:09:14Z,554.0,603.891,6.964,25.79,B
2026-01-01T00:09:14Z,554.5,607.689,7.595,26.78,C
2026-01-01T00:09:15Z,555.0,610.763,6.148,23.41,A
2026-01-01T00:09:15Z,555.5,614.242,6.959,25.48,B
2026-01-01T00:09:16Z,556.0,618.268,8.051,26.95,C
2026-01-01T00:09:16Z,556.5,621.398,6.261,23.72,A
2026-01-01T00:09:17Z,557.0,625.063,7.330,25.33,B
2026-01-01T00:09:17Z,557.5,629.022,7.918,27.05,C
2026-01-01T00:09:18Z,558.0,632.193,6.342,23.38,A
2026-01-01T00:09:18Z,558.5,635.834,7.282,25.68,B
2026-01-01T00:09:19Z,559.0,639.833,7.997,26.41,C
2026-01-01T00:09:19Z,559.5,642.976,6.286,24.22,A
2026-01-01T00:09:20Z,560.0,646.544,7.137,25.47,B
2026-01-01T00:09:20Z,560.5,650.528,7.969,26.83,C
2026-01-01T00:09:21Z,561.0,653.984,6.910,23.55,A
2026-01-01T00:09:21Z,561.5,657.681,7.394,25.43,B
2026-01-01T00:09:22Z,562.0,661.881,8.400,26.87,C
2026-01-01T00:09:22Z,562.5,665.250,6.737,23.36,A
2026-01-01T00:09:23Z,563.0,669.102,7.705,25.09,B
2026-01-01T00:09:23Z,563.5,673.385,8.566,26.75,C
2026-01-01T00:09:24Z,564.0,676.785,6.800,24.31,A
2026-01-01T00:09:24Z,564.5,680.623,7.676,25.79,B
2026-01-01T00:09:25Z,565.0,684.930,8.615,26.85,C
2026-01-01T00:09:25Z,565.5,688.397,6.934,23.49,A
2026-01-01T00:09:26Z,566.0,692.417,8.040,25.27,B
2026-01-01T00:09:26Z,566.5,696.823,8.811,26.50,C
2026-01-01T00:09:27Z,567.0,700.427,7.210,23.98,A
2026-01-01T00:09:27Z,567.5,704.529,8.203,25.48,B
2026-01-01T00:09:28Z,568.0,708.948,8.838,27.00,C
2026-01-01T00:09:28Z,568.5,712.643,7.390,23.79,A
2026-01-01T00:09:29Z,569.0,716.769,8.253,25.12,B
2026-01-01T00:09:29Z,569.5,721.147,8.755,26.47,C
2026-01-01T00:09:30Z,570.0,725.018,7.742,24.21,A
2026-01-01T00:09:30Z,570.5,729.266,8.496,25.08,B
2026-01-01T00:09:31Z,571.0,733.938,9.345,27.11,C
2026-01-01T00:09:31Z,571.5,737.742,7.607,23.62,A
2026-01-01T00:09:32Z,572.0,741.835,8.187,25.82,B
2026-01-01T00:09:32Z,572.5,746.616,9.562,27.17,C
2026-01-01T00:09:33Z,573.0,750.451,7.670,24.05,A
2026-01-01T00:09:33Z,573.5,754.846,8.789,25.36,B
2026-01-01T00:09:34Z,574.0,759.424,9.157,27.30,C
2026-01-01T00:09:34Z,574.5,763.346,7.844,24.09,A
2026-01-01T00:09:35Z,575.0,767.713,8.734,24.88,B
2026-01-01T00:09:35Z,575.5,772.451,9.476,26.33,C
2026-01-01T00:09:36Z,576.0,776.349,7.796,24.28,A
2026-01-01T00:09:36Z,576.5,780.794,8.889,25.39,B
2026-01-01T00:09:37Z,577.0,785.484,9.379,27.00,C
2026-01-01T00:09:37Z,577.5,789.540,8.113,23.96,A
2026-01-01T00:09:38Z,578.0,794.039,8.999,25.75,B
2026-01-01T00:09:38Z,578.5,798.885,9.691,26.93,C
2026-01-01T00:09:39Z,579.0,802.974,8.177,23.91,A
2026-01-01T00:09:39Z,579.5,807.525,9.103,25.01,B
2026-01-01T00:09:40Z,580.0,812.307,9.564,26.44,C
2026-01-01T00:09:40Z,580.5,816.303,7.992,23.88,A
2026-01-01T00:09:41Z,581.0,820.795,8.984,25.60,B
2026-01-01T00:09:41Z,581.5,825.662,9.733,26.47,C
2026-01-01T00:09:42Z,582.0,829.956,8.590,23.41,A
2026-01-01T00:09:42Z,582.5,834.514,9.116,25.51,B
2026-01-01T00:09:43Z,583.0,839.552,10.076,26.59,C
2026-01-01T00:09:43Z,583.5,843.678,8.252,23.90,A
2026-01-01T00:09:44Z,584.0,848.255,9.153,25.68,B
2026-01-01T00:09:44Z,584.5,853.253,9.996,27.25,C
2026-01-01T00:09:45Z,585.0,857.394,8.283,23.93,A
2026-01-01T00:09:45Z,585.5,862.029,9.271,25.30,B
2026-01-01T00:09:46Z,586.0,867.127,10.195,27.13,C
2026-01-01T00:09:46Z,586.5,871.365,8.476,24.09,A
2026-01-01T00:09:47Z,587.0,875.973,9.216,25.46,B
2026-01-01T00:09:47Z,587.5,881.233,10.521,26.75,C
2026-01-01T00:09:48Z,588.0,885.716,8.966,23.68,A
2026-01-01T00:09:48Z,588.5,890.466,9.500,25.73,B
2026-01-01T00:09:49Z,589.0,895.821,10.711,27.11,C
2026-01-01T00:09:49Z,589.5,900.163,8.683,24.26,A
2026-01-01T00:09:50Z,590.0,904.960,9.594,25.69,B
2026-01-01T00:09:50Z,590.5,910.158,10.396,26.54,C
2026-01-01T00:09:51Z,591.0,914.551,8.786,24.01,A
2026-01-01T00:09:51Z,591.5,919.575,10.047,25.34,B
2026-01-01T00:09:52Z,592.0,924.751,10.351,27.00,C
2026-01-01T00:09:52Z,592.5,929.377,9.253,24.10,A
2026-01-01T00:09:53Z,593.0,934.149,9.542,25.13,B
2026-01-01T00:09:53Z,593.5,939.565,10.834,27.02,C
2026-01-01T00:09:54Z,594.0,944.261,9.392,24.22,A
2026-01-01T00:09:54Z,594.5,949.310,10.099,25.51,B
2026-01-01T00:09:55Z,595.0,954.647,10.674,26.35,C
2026-01-01T00:09:55Z,595.5,959.313,9.331,23.78,A
2026-01-01T00:09:56Z,596.0,964.420,10.214,24.95,B
2026-01-01T00:09:56Z,596.5,969.937,11.034,26.96,C
2026-01-01T00:09:57Z,597.0,974.674,9.475,24.02,A
2026-01-01T00:09:57Z,597.5,979.689,10.029,25.34,B
2026-01-01T00:09:58Z,598.0,985.013,10.649,26.56,C
2026-01-01T00:09:58Z,598.5,989.693,9.358,23.50,A
2026-01-01T00:09:59Z,599.0,994.718,10.051,25.46,B
2026-01-01T00:09:59Z,599.5,1000.226,11.015,27.21,C
2026-01-01T00:10:00Z,600.0,1004.895,9.340,23.87,A
2026-01-01T00:10:00Z,600.5,1009.973,10.155,25.57,B
2026-01-01T00:10:01Z,601.0,1015.522,11.098,27.26,C
2026-01-01T00:10:01Z,601.5,1020.136,9.228,23.45,A
2026-01-01T00:10:02Z,602.0,1025.206,10.139,25.43,B
2026-01-01T00:10:02Z,602.5,1030.789,11.167,26.52,C
2026-01-01T00:10:03Z,603.0,1035.472,9.366,23.91,A
2026-01-01T00:10:03Z,603.5,1040.563,10.181,25.65,B
2026-01-01T00:10:04Z,604.0,1046.015,10.905,27.10,C
2026-01-01T00:10:04Z,604.5,1050.691,9.352,24.03,A
2026-01-01T00:10:05Z,605.0,1055.965,10.547,25.76,B
2026-01-01T00:10:05Z,605.5,1061.684,11.437,26.34,C
2026-01-01T00:10:06Z,606.0,1066.539,9.710,24.23,A
2026-01-01T00:10:06Z,606.5,1071.835,10.593,25.27,B
2026-01-01T00:10:07Z,607.0,1077.534,11.397,26.60,C
2026-01-01T00:10:07Z,607.5,1082.456,9.845,23.72,A
2026-01-01T00:10:08Z,608.0,1087.837,10.762,24.84,B
2026-01-01T00:10:08Z,608.5,1093.509,11.344,26.45,C
2026-01-01T00:10:09Z,609.0,1098.444,9.870,24.29,A
2026-01-01T00:10:09Z,609.5,1103.704,10.520,25.66,B
2026-01-01T00:10:10Z,610.0,1109.293,11.179,26.34,C
2026-01-01T00:10:10Z,610.5,1114.261,9.935,23.73,A
2026-01-01T00:10:11Z,611.0,1119.419,10.317,25.49,B
2026-01-01T00:10:11Z,611.5,1125.229,11.620,26.40,C
2026-01-01T00:10:12Z,612.0,1130.159,9.859,23.66,A
2026-01-01T00:10:12Z,612.5,1135.324,10.331,24.89,B
2026-01-01T00:10:13Z,613.0,1140.897,11.144,26.62,C
2026-01-01T00:10:13Z,613.5,1145.753,9.714,23.85,A
2026-01-01T00:10:14Z,614.0,1151.110,10.713,25.66,B
2026-01-01T00:10:14Z,614.5,1156.942,11.665,26.48,C
2026-01-01T00:10:15Z,615.0,1161.911,9.938,24.19,A
2026-01-01T00:10:15Z,615.5,1167.172,10.522,25.41,B
2026-01-01T00:10:16Z,616.0,1173.060,11.775,26.95,C
2026-01-01T00:10:16Z,616.5,1178.066,10.012,23.62,A
2026-01-01T00:10:17Z,617.0,1183.563,10.996,25.64,B
2026-01-01T00:10:17Z,617.5,1189.265,11.402,26.61,C
2026-01-01T00:10:18Z,618.0,1194.074,9.620,23.79,A
2026-01-01T00:10:18Z,618.5,1199.549,10.949,25.60,B
2026-01-01T00:10:19Z,619.0,1205.209,11.321,26.55,C
2026-01-01T00:10:19Z,619.5,1210.077,9.736,23.57,A
2026-01-01T00:10:20Z,620.0,1215.361,10.568,24.97,B
2026-01-01T00:10:20Z,620.5,1221.153,11.584,27.22,C
2026-01-01T00:10:21Z,621.0,1226.239,10.171,23.93,A
2026-01-01T00:10:21Z,621.5,1231.565,10.653,25.72,B
2026-01-01T00:10:22Z,622.0,1237.263,11.395,26.35,C
2026-01-01T00:10:22Z,622.5,1242.165,9.803,24.10,A
2026-01-01T00:10:23Z,623.0,1247.614,10.898,25.12,B
2026-01-01T00:10:23Z,623.5,1253.321,11.414,26.94,C
2026-01-01T00:10:24Z,624.0,1258.317,9.992,24.10,A
2026-01-01T00:10:24Z,624.5,1263.695,10.756,24.89,B
2026-01-01T00:10:25Z,625.0,1269.362,11.334,26.54,C
2026-01-01T00:10:25Z,625.5,1274.366,10.008,24.02,A
2026-01-01T00:10:26Z,626.0,1279.780,10.829,24.81,B
2026-01-01T00:10:26Z,626.5,1285.715,11.869,26.76,C
2026-01-01T00:10:27Z,627.0,1290.726,10.023,23.50,A
2026-01-01T00:10:27Z,627.5,1296.049,10.646,25.02,B
2026-01-01T00:10:28Z,628.0,1301.881,11.664,27.21,C
2026-01-01T00:10:28Z,628.5,1306.810,9.858,23.65,A
2026-01-01T00:10:29Z,629.0,1312.146,10.672,24.83,B
2026-01-01T00:10:29Z,629.5,1317.799,11.305,27.08,C
2026-01-01T00:10:30Z,630.0,1322.941,10.284,23.34,A
2026-01-01T00:10:30Z,630.5,1328.212,10.542,25.25,B
2026-01-01T00:10:31Z,631.0,1333.951,11.477,26.55,C
2026-01-01T00:10:31Z,631.5,1339.058,10.214,23.49,A
2026-01-01T00:10:32Z,632.0,1344.361,10.606,25.71,B
2026-01-01T00:10:32Z,632.5,1350.191,11.660,26.99,C
2026-01-01T00:10:33Z,633.0,1355.233,10.084,23.32,A
2026-01-01T00:10:33Z,633.5,1360.766,11.066,24.83,B
2026-01-01T00:10:34Z,634.0,1366.472,11.411,26.77,C
2026-01-01T00:10:34Z,634.5,1371.558,10.173,24.25,A
2026-01-01T00:10:35Z,635.0,1376.793,10.470,24.94,B
2026-01-01T00:10:35Z,635.5,1382.428,11.269,26.43,C
2026-01-01T00:10:36Z,636.0,1387.529,10.202,23.38,A
2026-01-01T00:10:36Z,636.5,1392.914,10.771,24.99,B
2026-01-01T00:10:37Z,637.0,1398.537,11.246,26.57,C
2026-01-01T00:10:37Z,637.5,1403.432,9.790,23.84,A
2026-01-01T00:10:38Z,638.0,1408.908,10.951,25.32,B
2026-01-01T00:10:38Z,638.5,1414.677,11.539,26.57,C
2026-01-01T00:10:39Z,639.0,1419.537,9.719,23.77,A
2026-01-01T00:10:39Z,639.5,1424.856,10.639,25.69,B
2026-01-01T00:10:40Z,640.0,1430.516,11.319,26.32,C
2026-01-01T00:10:40Z,640.5,1435.323,9.615,23.61,A
2026-01-01T00:10:41Z,641.0,1440.576,10.506,25.19,B
2026-01-01T00:10:41Z,641.5,1446.422,11.693,27.02,C
2026-01-01T00:10:42Z,642.0,1451.378,9.910,24.12,A
2026-01-01T00:10:42Z,642.5,1456.813,10.871,24.85,B
2026-01-01T00:10:43Z,643.0,1462.586,11.546,26.42,C
2026-01-01T00:10:43Z,643.5,1467.469,9.767,23.68,A
2026-01-01T00:10:44Z,644.0,1472.705,10.471,24.83,B
2026-01-01T00:10:44Z,644.5,1478.311,11.213,26.99,C
2026-01-01T00:10:45Z,645.0,1483.340,10.058,24.20,A
2026-01-01T00:10:45Z,645.5,1488.482,10.284,25.36,B
2026-01-01T00:10:46Z,646.0,1494.068,11.171,26.81,C
2026-01-01T00:10:46Z,646.5,1498.949,9.763,23.45,A
2026-01-01T00:10:47Z,647.0,1504.090,10.281,25.26,B
2026-01-01T00:10:47Z,647.5,1509.613,11.045,27.12,C
2026-01-01T00:10:48Z,648.0,1514.579,9.932,23.30,A
2026-01-01T00:10:48Z,648.5,1519.911,10.664,25.62,B
2026-01-01T00:10:49Z,649.0,1525.406,10.992,26.87,C
2026-01-01T00:10:49Z,649.5,1530.225,9.636,23.46,A
2026-01-01T00:10:50Z,650.0,1535.538,10.626,25.35,B
2026-01-01T00:10:50Z,650.5,1541.241,11.405,27.21,C
2026-01-01T00:10:51Z,651.0,1546.182,9.883,23.94,A
2026-01-01T00:10:51Z,651.5,1551.485,10.607,24.84,B
2026-01-01T00:10:52Z,652.0,1557.019,11.068,26.75,C
2026-01-01T00:10:52Z,652.5,1561.796,9.554,23.64,A
2026-01-01T00:10:53Z,653.0,1567.055,10.518,25.36,B
2026-01-01T00:10:53Z,653.5,1572.714,11.317,26.72,C
2026-01-01T00:10:54Z,654.0,1577.591,9.754,23.63,A
2026-01-01T00:10:54Z,654.5,1582.873,10.565,25.34,B
2026-01-01T00:10:55Z,655.0,1588.361,10.975,26.89,C
2026-01-01T00:10:55Z,655.5,1592.957,9.192,23.96,A
2026-01-01T00:10:56Z,656.0,1598.091,10.267,25.58,B
2026-01-01T00:10:56Z,656.5,1603.456,10.731,26.69,C
2026-01-01T00:10:57Z,657.0,1608.164,9.416,23.33,A
2026-01-01T00:10:57Z,657.5,1613.314,10.300,25.67,B
2026-01-01T00:10:58Z,658.0,1618.812,10.995,27.03,C
2026-01-01T00:10:58Z,658.5,1623.593,9.563,23.72,A
2026-01-01T00:10:59Z,659.0,1628.634,10.081,25.66,B
2026-01-01T00:10:59Z,659.5,1634.112,10.956,26.54,C
2026-01-01T00:11:00Z,660.0,1638.751,9.280,24.03,A
2026-01-01T00:11:00Z,660.5,1643.856,10.208,24.90,B
2026-01-01T00:11:01Z,661.0,1649.144,10.577,26.95,C
2026-01-01T00:11:01Z,661.5,1653.785,9.282,23.99,A
2026-01-01T00:11:02Z,662.0,1658.745,9.920,25.15,B
2026-01-01T00:11:02Z,662.5,1664.234,10.977,26.52,C
2026-01-01T00:11:03Z,663.0,1668.707,8.947,23.29,A
2026-01-01T00:11:03Z,663.5,1673.507,9.599,25.39,B
2026-01-01T00:11:04Z,664.0,1678.867,10.719,26.48,C
2026-01-01T00:11:04Z,664.5,1683.436,9.139,23.43,A
2026-01-01T00:11:05Z,665.0,1688.281,9.690,25.40,B
2026-01-01T00:11:05Z,665.5,1693.634,10.706,26.71,C
2026-01-01T00:11:06Z,666.0,1698.182,9.096,23.73,A
2026-01-01T00:11:06Z,666.5,1703.072,9.781,25.59,B
2026-01-01T00:11:07Z,667.0,1708.318,10.491,26.82,C
2026-01-01T00:11:07Z,667.5,1712.860,9.084,23.29,A
2026-01-01T00:11:08Z,668.0,1717.513,9.306,24.79,B
2026-01-01T00:11:08Z,668.5,1722.639,10.251,26.79,C
2026-01-01T00:11:09Z,669.0,1727.042,8.805,23.93,A
2026-01-01T00:11:09Z,669.5,1731.649,9.214,25.63,B
2026-01-01T00:11:10Z,670.0,1736.707,10.116,27.22,C
2026-01-01T00:11:10Z,670.5,1740.981,8.549,24.10,A
2026-01-01T00:11:11Z,671.0,1745.750,9.538,24.77,B
2026-01-01T00:11:11Z,671.5,1750.843,10.186,26.64,C
2026-01-01T00:11:12Z,672.0,1755.264,8.842,23.48,A
2026-01-01T00:11:12Z,672.5,1759.889,9.250,24.92,B
2026-01-01T00:11:13Z,673.0,1764.781,9.783,26.79,C
2026-01-01T00:11:13Z,673.5,1769.040,8.519,23.41,A
2026-01-01T00:11:14Z,674.0,1773.748,9.416,24.97,B
2026-01-01T00:11:14Z,674.5,1778.869,10.242,26.92,C
2026-01-01T00:11:15Z,675.0,1783.183,8.628,23.68,A
2026-01-01T00:11:15Z,675.5,1787.840,9.314,25.35,B
2026-01-01T00:11:16Z,676.0,1792.843,10.005,26.65,C
2026-01-01T00:11:16Z,676.5,1796.966,8.247,23.51,A
2026-01-01T00:11:17Z,677.0,1801.420,8.907,25.67,B
2026-01-01T00:11:17Z,677.5,1806.178,9.516,27.07,C
2026-01-01T00:11:18Z,678.0,1810.319,8.283,23.40,A
2026-01-01T00:11:18Z,678.5,1814.747,8.855,25.57,B
2026-01-01T00:11:19Z,679.0,1819.579,9.665,26.74,C
2026-01-01T00:11:19Z,679.5,1823.591,8.025,23.41,A
2026-01-01T00:11:20Z,680.0,1828.131,9.079,25.48,B
2026-01-01T00:11:20Z,680.5,1832.840,9.418,26.58,C
2026-01-01T00:11:21Z,681.0,1836.857,8.034,24.10,A
2026-01-01T00:11:21Z,681.5,1841.208,8.701,25.02,B
2026-01-01T00:11:22Z,682.0,1845.881,9.347,26.78,C
2026-01-01T00:11:22Z,682.5,1849.894,8.025,23.93,A
2026-01-01T00:11:23Z,683.0,1854.088,8.389,24.75,B
2026-01-01T00:11:23Z,683.5,1858.792,9.408,26.49,C
2026-01-01T00:11:24Z,684.0,1862.742,7.900,23.39,A
2026-01-01T00:11:24Z,684.5,1867.108,8.732,25.53,B
2026-01-01T00:11:25Z,685.0,1871.630,9.045,26.24,C
2026-01-01T00:11:25Z,685.5,1875.503,7.745,23.34,A
2026-01-01T00:11:26Z,686.0,1879.554,8.103,25.11,B
2026-01-01T00:11:26Z,686.5,1883.991,8.873,26.32,C
2026-01-01T00:11:27Z,687.0,1887.720,7.458,23.88,A
2026-01-01T00:11:27Z,687.5,1891.898,8.357,24.78,B
2026-01-01T00:11:28Z,688.0,1896.236,8.675,26.69,C
2026-01-01T00:11:28Z,688.5,1899.959,7.446,23.43,A
2026-01-01T00:11:29Z,689.0,1904.017,8.116,24.83,B
2026-01-01T00:11:29Z,689.5,1908.544,9.055,27.09,C
2026-01-01T00:11:30Z,690.0,1912.261,7.434,23.61,A
2026-01-01T00:11:30Z,690.5,1916.100,7.678,25.53,B
2026-01-01T00:11:31Z,691.0,1920.425,8.649,26.56,C
2026-01-01T00:11:31Z,691.5,1923.923,6.997,23.92,A
2026-01-01T00:11:32Z,692.0,1927.889,7.932,25.15,B
2026-01-01T00:11:32Z,692.5,1932.095,8.411,26.36,C
2026-01-01T00:11:33Z,693.0,1935.413,6.637,24.17,A
2026-01-01T00:11:33Z,693.5,1939.384,7.941,24.78,B
2026-01-01T00:11:34Z,694.0,1943.619,8.471,27.18,C
2026-01-01T00:11:34Z,694.5,1947.026,6.814,24.18,A
2026-01-01T00:11:35Z,695.0,1950.681,7.310,25.43,B
2026-01-01T00:11:35Z,695.5,1954.922,8.481,26.32,C
2026-01-01T00:11:36Z,696.0,1958.148,6.452,24.15,A
2026-01-01T00:11:36Z,696.5,1961.759,7.223,25.32,B
2026-01-01T00:11:37Z,697.0,1965.950,8.383,26.91,C
2026-01-01T00:11:37Z,697.5,1969.276,6.652,23.50,A
2026-01-01T00:11:38Z,698.0,1973.002,7.450,24.84,B
2026-01-01T00:11:38Z,698.5,1976.968,7.933,26.69,C
2026-01-01T00:11:39Z,699.0,1980.201,6.467,23.23,A
2026-01-01T00:11:39Z,699.5,1983.622,6.841,25.07,B
2026-01-01T00:11:40Z,700.0,1987.442,7.641,27.11,C
2026-01-01T00:11:40Z,700.5,1990.524,6.165,23.78,A
2026-01-01T00:11:41Z,701.0,1993.977,6.905,25.55,B
2026-01-01T00:11:41Z,701.5,1997.954,7.955,27.09,C
2026-01-01T00:11:42Z,702.0,2000.854,5.799,23.80,A
2026-01-01T00:11:42Z,702.5,2004.337,6.966,25.61,B
2026-01-01T00:11:43Z,703.0,2008.129,7.584,26.66,C
2026-01-01T00:11:43Z,703.5,2010.981,5.705,23.20,A
2026-01-01T00:11:44Z,704.0,2014.163,6.364,24.97,B
2026-01-01T00:11:44Z,704.5,2017.929,7.531,26.59,C
2026-01-01T00:11:45Z,705.0,2020.815,5.772,23.46,A
2026-01-01T00:11:45Z,705.5,2024.205,6.780,25.60,B
2026-01-01T00:11:46Z,706.0,2027.756,7.103,26.57,C
2026-01-01T00:11:46Z,706.5,2030.434,5.356,23.58,A
2026-01-01T00:11:47Z,707.0,2033.527,6.186,25.41,B
2026-01-01T00:11:47Z,707.5,2037.015,6.976,26.87,C
2026-01-01T00:11:48Z,708.0,2039.592,5.152,23.89,A
2026-01-01T00:11:48Z,708.5,2042.725,6.266,24.97,B
2026-01-01T00:11:49Z,709.0,2046.272,7.094,27.04,C
2026-01-01T00:11:49Z,709.5,2049.033,5.522,23.87,A
2026-01-01T00:11:50Z,710.0,2052.027,5.988,25.26,B
2026-01-01T00:11:50Z,710.5,2055.491,6.929,26.49,C
2026-01-01T00:11:51Z,711.0,2058.165,5.348,23.96,A
2026-01-01T00:11:51Z,711.5,2061.156,5.981,25.43,B
2026-01-01T00:11:52Z,712.0,2064.326,6.341,26.98,C
2026-01-01T00:11:52Z,712.5,2066.788,4.924,23.86,A
2026-01-01T00:11:53Z,713.0,2069.684,5.792,25.09,B
2026-01-01T00:11:53Z,713.5,2072.978,6.589,27.02,C
2026-01-01T00:11:54Z,714.0,2075.523,5.089,23.18,A
2026-01-01T00:11:54Z,714.5,2078.416,5.786,25.44,B
2026-01-01T00:11:55Z,715.0,2081.586,6.340,26.93,C
2026-01-01T00:11:55Z,715.5,2083.854,4.536,23.57,A
2026-01-01T00:11:56Z,716.0,2086.402,5.096,25.59,B
2026-01-01T00:11:56Z,716.5,2089.552,6.300,26.68,C
2026-01-01T00:11:57Z,717.0,2091.815,4.527,23.98,A
2026-01-01T00:11:57Z,717.5,2094.317,5.004,25.23,B
2026-01-01T00:11:58Z,718.0,2097.358,6.081,26.74,C
2026-01-01T00:11:58Z,718.5,2099.647,4.577,23.41,A
2026-01-01T00:11:59Z,719.0,2102.218,5.142,25.43,B
2026-01-01T00:11:59Z,719.5,2105.074,5.713,27.09,C
2026-01-01T00:12:00Z,720.0,2107.108,4.068,23.30,A
2026-01-01T00:12:00Z,720.5,2109.441,4.666,25.04,B
2026-01-01T00:12:01Z,721.0,2112.391,5.899,27.06,C
2026-01-01T00:12:01Z,721.5,2114.486,4.189,23.81,A
2026-01-01T00:12:02Z,722.0,2116.833,4.694,25.29,B
2026-01-01T00:12:02Z,722.5,2119.582,5.498,27.10,C
2026-01-01T00:12:03Z,723.0,2121.438,3.712,23.54,A
2026-01-01T00:12:03Z,723.5,2123.766,4.656,25.45,B
2026-01-01T00:12:04Z,724.0,2126.468,5.404,26.30,C
2026-01-01T00:12:04Z,724.5,2128.309,3.683,23.41,A
2026-01-01T00:12:05Z,725.0,2130.414,4.209,24.89,B
2026-01-01T00:12:05Z,725.5,2132.809,4.791,26.26,C
2026-01-01T00:12:06Z,726.0,2134.574,3.530,23.93,A
2026-01-01T00:12:06Z,726.5,2136.540,3.932,25.58,B
2026-01-01T00:12:07Z,727.0,2138.984,4.889,26.92,C
2026-01-01T00:12:07Z,727.5,2140.472,2.975,23.21,A
2026-01-01T00:12:08Z,728.0,2142.562,4.180,24.73,B
2026-01-01T00:12:08Z,728.5,2144.789,4.454,26.79,C
2026-01-01T00:12:09Z,729.0,2146.188,2.799,23.54,A
